review,rating,date,review_length,bank,source,neg,neu,pos,compound,sentiment
it is good but it doesn't allow screen shot,4,2025-04-06,43,CBE,Google Play Store,0.183,0.639,0.178,-0.0127,neutral
the best one,5,2025-04-06,12,CBE,Google Play Store,0.0,0.323,0.677,0.6369,positive
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,68,CBE,Google Play Store,0.0,0.815,0.185,0.3612,positive
bring back the screenshot feature.,1,2025-04-05,34,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Good!👍,3,2025-04-05,6,CBE,Google Play Store,0.0,0.385,0.615,0.4926,positive
best app to experience him that to smooth transaction among the customers,1,2025-04-05,73,CBE,Google Play Store,0.0,0.724,0.276,0.6369,positive
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,125,CBE,Google Play Store,0.138,0.688,0.175,0.296,positive
easy to use,5,2025-04-05,11,CBE,Google Play Store,0.0,0.408,0.592,0.4404,positive
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,341,CBE,Google Play Store,0.0,0.761,0.239,0.9464,positive
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,43,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,280,CBE,Google Play Store,0.038,0.873,0.089,0.4601,positive
cool ❤,4,2025-04-04,6,CBE,Google Play Store,0.0,0.133,0.867,0.7579,positive
Best app,5,2025-04-04,8,CBE,Google Play Store,0.0,0.192,0.808,0.6369,positive
best banking App,4,2025-04-03,16,CBE,Google Play Store,0.0,0.323,0.677,0.6369,positive
satisfied,5,2025-04-03,9,CBE,Google Play Store,0.0,0.0,1.0,0.4215,positive
this app is very necessary app many people found it,5,2025-04-03,51,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,61,CBE,Google Play Store,0.0,0.582,0.418,0.7554,positive
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,152,CBE,Google Play Store,0.0,0.757,0.243,0.8104,positive
perfect,5,2025-04-03,7,CBE,Google Play Store,0.0,0.0,1.0,0.5719,positive
thankyou,5,2025-04-02,8,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
I Like it,5,2025-04-02,9,CBE,Google Play Store,0.0,0.444,0.556,0.3612,positive
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,234,CBE,Google Play Store,0.045,0.852,0.103,0.3975,positive
smart app,5,2025-04-02,9,CBE,Google Play Store,0.0,0.27,0.73,0.4019,positive
isin ga'a,2,2025-04-02,9,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
it's great,5,2025-04-02,10,CBE,Google Play Store,0.0,0.196,0.804,0.6249,positive
very good app and stars faction with work,5,2025-04-02,41,CBE,Google Play Store,0.0,0.687,0.313,0.4927,positive
It is excelent,5,2025-04-01,14,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Smart,5,2025-04-01,5,CBE,Google Play Store,0.0,0.0,1.0,0.4019,positive
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,71,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
very interesting app,5,2025-04-01,20,CBE,Google Play Store,0.0,0.401,0.599,0.4576,positive
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,39,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,61,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Excellent🙏app,5,2025-04-01,13,CBE,Google Play Store,0.0,0.351,0.649,0.5719,positive
the most useful,5,2025-04-01,15,CBE,Google Play Store,0.0,0.385,0.615,0.4927,positive
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,63,CBE,Google Play Store,0.0,0.576,0.424,0.7956,positive
Easy to use,5,2025-04-01,11,CBE,Google Play Store,0.0,0.408,0.592,0.4404,positive
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,94,CBE,Google Play Store,0.105,0.786,0.11,0.0252,neutral
Excellent !!!,5,2025-04-01,13,CBE,Google Play Store,0.0,0.179,0.821,0.6784,positive
always we relay on,5,2025-04-01,18,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,38,CBE,Google Play Store,0.0,0.602,0.398,0.6486,positive
it's need more improvement like Tellbirr.,4,2025-04-01,41,CBE,Google Play Store,0.0,0.397,0.603,0.7245,positive
goode app,5,2025-04-01,9,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
a very nice app.👍👍👍,5,2025-04-01,19,CBE,Google Play Store,0.0,0.744,0.256,0.4754,positive
safe easy & fast,5,2025-04-01,16,CBE,Google Play Store,0.0,0.256,0.744,0.7003,positive
it's good app,5,2025-04-01,13,CBE,Google Play Store,0.0,0.408,0.592,0.4404,positive
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,74,CBE,Google Play Store,0.228,0.545,0.226,-0.2588,negative
ጥሩ ነው,5,2025-04-01,5,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,13,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,64,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
suitable app,4,2025-04-01,12,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,78,CBE,Google Play Store,0.0,0.725,0.275,0.5719,positive
best transaction method of financial,5,2025-04-01,36,CBE,Google Play Store,0.0,0.488,0.512,0.6369,positive
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,105,CBE,Google Play Store,0.0,0.831,0.169,0.5673,positive
It literarily don't work at all,4,2025-04-01,31,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
good give us plus,5,2025-04-01,17,CBE,Google Play Store,0.0,0.508,0.492,0.4404,positive
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,207,CBE,Google Play Store,0.0,0.85,0.15,0.7476,positive
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,107,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Tnc Cbe,5,2025-04-01,7,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,112,CBE,Google Play Store,0.0,0.748,0.252,0.5778,positive
great apps,5,2025-03-31,10,CBE,Google Play Store,0.0,0.196,0.804,0.6249,positive
Excellent,5,2025-03-31,9,CBE,Google Play Store,0.0,0.0,1.0,0.5719,positive
Great app!,4,2025-03-31,10,CBE,Google Play Store,0.0,0.185,0.815,0.6588,positive
CBE,5,2025-03-31,3,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
very good 👍 👏,5,2025-03-31,13,CBE,Google Play Store,0.0,0.61,0.39,0.4927,positive
great when it works,5,2025-03-31,19,CBE,Google Play Store,0.0,0.423,0.577,0.6249,positive
"the app is very good, but why screenshots is impossible?",5,2025-03-31,56,CBE,Google Play Store,0.0,0.811,0.189,0.2724,positive
excellent match application,5,2025-03-31,27,CBE,Google Play Store,0.0,0.351,0.649,0.5719,positive
The Best app😍😍😍,5,2025-03-31,15,CBE,Google Play Store,0.0,0.455,0.545,0.9217,positive
excellent app,5,2025-03-31,13,CBE,Google Play Store,0.0,0.213,0.787,0.5719,positive
easy to use and user friendly,5,2025-03-31,29,CBE,Google Play Store,0.0,0.396,0.604,0.7269,positive
very nice,5,2025-03-31,9,CBE,Google Play Store,0.0,0.244,0.756,0.4754,positive
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,34,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
well software,5,2025-03-31,13,CBE,Google Play Store,0.0,0.323,0.677,0.2732,positive
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,22,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
CBE very good apps,5,2025-03-31,18,CBE,Google Play Store,0.0,0.484,0.516,0.4927,positive
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,61,CBE,Google Play Store,0.0,0.557,0.443,0.6786,positive
excellent service,5,2025-03-31,17,CBE,Google Play Store,0.0,0.213,0.787,0.5719,positive
it's best,5,2025-03-31,9,CBE,Google Play Store,0.0,0.192,0.808,0.6369,positive
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,86,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Amazing app,5,2025-03-31,11,CBE,Google Play Store,0.0,0.208,0.792,0.5859,positive
our legitimate bank,4,2025-03-31,19,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,51,CBE,Google Play Store,0.0,0.78,0.22,0.4767,positive
very good and safe for me!,5,2025-03-31,26,CBE,Google Play Store,0.0,0.376,0.624,0.7683,positive
it is best bank,5,2025-03-31,15,CBE,Google Play Store,0.0,0.417,0.583,0.6369,positive
"very good, but sometimes....",4,2025-03-31,28,CBE,Google Play Store,0.0,0.589,0.411,0.2724,positive
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,126,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Why not allowed to pay for fuel?,4,2025-03-31,32,CBE,Google Play Store,0.0,0.822,0.178,0.0762,positive
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,315,CBE,Google Play Store,0.143,0.795,0.061,-0.7644,negative
ቆንጆ ነው,5,2025-03-31,6,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Great version,5,2025-03-31,13,CBE,Google Play Store,0.0,0.196,0.804,0.6249,positive
Good and easy to use,5,2025-03-31,20,CBE,Google Play Store,0.0,0.341,0.659,0.7003,positive
nice app and fast money transfer,5,2025-03-31,32,CBE,Google Play Store,0.0,0.641,0.359,0.4215,positive
Really automated...,5,2025-03-31,19,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
good App,5,2025-03-31,8,CBE,Google Play Store,0.0,0.256,0.744,0.4404,positive
bek betam kelal,5,2025-03-31,15,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,18,CBE,Google Play Store,0.0,0.417,0.583,0.8555,positive
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,108,CBE,Google Play Store,0.0,0.892,0.108,0.3182,positive
"very good, keep it up",5,2025-03-31,21,CBE,Google Play Store,0.0,0.556,0.444,0.4927,positive
there is some issue the process it delay,3,2025-03-31,40,CBE,Google Play Store,0.247,0.753,0.0,-0.3182,negative
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,87,CBE,Google Play Store,0.0,0.608,0.392,0.7955,positive
interesting,3,2025-03-30,11,CBE,Google Play Store,0.0,0.0,1.0,0.4019,positive
simple&fast!!!,5,2025-03-30,14,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
it is very good app,5,2025-03-30,19,CBE,Google Play Store,0.0,0.556,0.444,0.4927,positive
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,93,CBE,Google Play Store,0.0,0.591,0.409,0.902,positive
Very God thanks,5,2025-03-30,15,CBE,Google Play Store,0.0,0.152,0.848,0.6779,positive
The sum is good.,3,2025-03-30,16,CBE,Google Play Store,0.0,0.508,0.492,0.4404,positive
best of bests,5,2025-03-30,13,CBE,Google Play Store,0.0,0.323,0.677,0.6369,positive
am happy thank you CBE🫡,5,2025-03-30,23,CBE,Google Play Store,0.0,0.326,0.674,0.7351,positive
it's very nice 👍.,5,2025-03-30,17,CBE,Google Play Store,0.0,0.564,0.436,0.4754,positive
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,207,CBE,Google Play Store,0.121,0.751,0.128,0.0772,positive
Very good,5,2025-03-30,9,CBE,Google Play Store,0.0,0.238,0.762,0.4927,positive
halan garidhaa cbe,5,2025-03-30,18,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
best apps for useing,5,2025-03-30,20,CBE,Google Play Store,0.0,0.417,0.583,0.6369,positive
like it,5,2025-03-29,7,CBE,Google Play Store,0.0,0.286,0.714,0.3612,positive
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,67,CBE,Google Play Store,0.345,0.538,0.117,-0.5892,negative
l love it,5,2025-03-29,9,CBE,Google Play Store,0.0,0.122,0.878,0.802,positive
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,496,CBE,Google Play Store,0.067,0.881,0.052,-0.1408,negative
in this update why screenshoot is disabled now it's not working,1,2025-03-28,63,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,70,CBE,Google Play Store,0.0,0.637,0.363,0.69,positive
Excellent but needed upgrading!,5,2025-03-28,31,CBE,Google Play Store,0.0,0.532,0.468,0.3903,positive
goods app!! pleace update this apps??,4,2025-03-28,37,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,179,CBE,Google Play Store,0.204,0.625,0.172,-0.4814,negative
Fantastic app! I appreciate it very much,5,2025-03-27,40,CBE,Google Play Store,0.0,0.431,0.569,0.7644,positive
Convenient app,5,2025-03-27,14,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,318,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,158,CBE,Google Play Store,0.058,0.82,0.121,0.4588,positive
why why u remove screen shoot😡😡,2,2025-03-26,31,CBE,Google Play Store,0.211,0.789,0.0,-0.34,negative
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,122,CBE,Google Play Store,0.281,0.719,0.0,-0.7215,negative
very nice one,5,2025-03-26,13,CBE,Google Play Store,0.0,0.393,0.607,0.4754,positive
good application,5,2025-03-25,16,CBE,Google Play Store,0.0,0.256,0.744,0.4404,positive
problem solver and the best fast app,5,2025-03-25,36,CBE,Google Play Store,0.227,0.42,0.353,0.3612,positive
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,55,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,147,CBE,Google Play Store,0.0,0.821,0.179,0.5859,positive
you must added dark mode options ❗,3,2025-03-25,34,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Thank you,5,2025-03-25,9,CBE,Google Play Store,0.0,0.286,0.714,0.3612,positive
cbe,5,2025-03-25,3,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
ممتاز جدا جدا,5,2025-03-24,13,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
very nice and convenient app,5,2025-03-24,28,CBE,Google Play Store,0.0,0.564,0.436,0.4754,positive
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,90,CBE,Google Play Store,0.154,0.846,0.0,-0.4767,negative
👍👍👍,5,2025-03-24,3,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,82,CBE,Google Play Store,0.0,0.846,0.154,0.3716,positive
why did the screen shot stopped ?????,3,2025-03-24,37,CBE,Google Play Store,0.323,0.677,0.0,-0.4329,negative
it's genuine app..,5,2025-03-24,18,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
okay 👌👍,5,2025-03-24,7,CBE,Google Play Store,0.0,0.199,0.801,0.7925,positive
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,78,CBE,Google Play Store,0.0,0.861,0.139,0.2724,positive
commercial dank...,5,2025-03-23,18,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
it's very good,5,2025-03-23,14,CBE,Google Play Store,0.0,0.385,0.615,0.4927,positive
to getting money,5,2025-03-23,16,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
some times it is difficult to get reciepts for the payment made,1,2025-03-23,63,CBE,Google Play Store,0.185,0.815,0.0,-0.3612,negative
this app is best,1,2025-03-23,16,CBE,Google Play Store,0.0,0.417,0.583,0.6369,positive
it's very useful,5,2025-03-23,16,CBE,Google Play Store,0.0,0.385,0.615,0.4927,positive
best app and update more features *****,5,2025-03-23,39,CBE,Google Play Store,0.0,0.588,0.412,0.6369,positive
best app for this vast digital finanical word,5,2025-03-23,45,CBE,Google Play Store,0.0,0.625,0.375,0.6369,positive
this app is my favorite application,5,2025-03-23,35,CBE,Google Play Store,0.0,0.625,0.375,0.4588,positive
Hooo I love this application,5,2025-03-22,28,CBE,Google Play Store,0.0,0.488,0.512,0.6369,positive
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,82,CBE,Google Play Store,0.0,0.723,0.277,0.5574,positive
Screenshot or slip not working,2,2025-03-22,30,CBE,Google Play Store,0.0,1.0,0.0,0.0,neutral
thank you for help,5,2025-03-22,18,CBE,Google Play Store,0.0,0.278,0.722,0.6369,positive
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,222,CBE,Google Play Store,0.144,0.693,0.164,0.2869,positive
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,75,CBE,Google Play Store,0.0,0.674,0.326,0.7003,positive
thank you,5,2025-03-22,9,CBE,Google Play Store,0.0,0.286,0.714,0.3612,positive
good app.,5,2025-03-22,9,CBE,Google Play Store,0.0,0.256,0.744,0.4404,positive
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",1,2025-03-21,281,CBE,Google Play Store,0.147,0.721,0.132,-0.2247,negative
